"client_id","age","job","marital","education","credit_default","housing","loan","contact","month","day","duration","campaign","pdays","previous","poutcome","emp_var_rate","cons_price_idx","cons_conf_idx","euribor3m","nr_employed","y"
194,34,"blue-collar","single","basic.9y","unknown","yes","no","telephone","may",31,55,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
195,48,"blue-collar","married","basic.4y","no","yes","no","telephone","may",6,717,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
196,37,"admin.","married","high.school","unknown","yes","no","telephone","may",7,313,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
197,34,"blue-collar","single","basic.9y","unknown","no","no","telephone","may",29,289,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
198,40,"admin.","married","basic.9y","unknown","yes","no","telephone","may",25,683,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
199,43,"blue-collar","married","basic.6y","no","yes","no","telephone","may",29,1077,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
200,33,"services","married","high.school","no","no","no","telephone","may",9,146,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
201,32,"services","single","basic.6y","no","no","no","telephone","may",15,167,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
202,39,"blue-collar","married","high.school","no","yes","no","telephone","may",20,356,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
203,43,"admin.","married","unknown","no","no","no","telephone","may",13,277,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
204,44,"blue-collar","married","basic.9y","no","yes","no","telephone","may",9,172,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
205,35,"student","single","university.degree","unknown","no","no","telephone","may",10,218,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
206,35,"student","single","university.degree","unknown","yes","yes","telephone","may",4,217,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
207,35,"unemployed","married","professional.course","no","no","no","telephone","may",26,67,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
208,36,"services","single","basic.4y","no","no","no","telephone","may",8,291,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
209,35,"student","single","university.degree","unknown","yes","no","telephone","may",24,248,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
210,36,"student","single","basic.9y","no","yes","no","telephone","may",19,256,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
211,55,"housemaid","divorced","university.degree","no","no","no","telephone","may",25,286,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
212,59,"admin.","married","university.degree","no","no","no","telephone","may",31,477,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
213,57,"retired","married","unknown","unknown","no","no","telephone","may",5,611,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
214,39,"blue-collar","married","professional.course","unknown","yes","no","telephone","may",14,471,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
215,39,"housemaid","married","basic.4y","unknown","yes","no","telephone","may",22,381,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
216,30,"blue-collar","single","unknown","no","yes","no","telephone","may",2,251,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
217,30,"blue-collar","single","unknown","no","yes","yes","telephone","may",20,408,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
218,50,"housemaid","married","basic.4y","unknown","no","no","telephone","may",29,287,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
219,40,"services","married","high.school","no","no","no","telephone","may",9,322,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
220,35,"admin.","married","high.school","no","yes","no","telephone","may",20,216,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
221,43,"technician","married","unknown","unknown","no","no","telephone","may",26,366,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
222,36,"services","single","basic.6y","unknown","yes","no","telephone","may",26,210,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
223,46,"technician","married","basic.4y","unknown","yes","no","telephone","may",19,288,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
224,40,"technician","married","basic.9y","no","no","no","telephone","may",15,168,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
225,58,"retired","married","university.degree","no","no","no","telephone","may",17,132,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
226,42,"technician","married","university.degree","no","no","no","telephone","may",26,64,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
227,35,"admin.","single","university.degree","no","no","no","telephone","may",8,209,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
228,43,"retired","married","basic.4y","unknown","no","no","telephone","may",9,410,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
229,45,"blue-collar","married","basic.4y","no","yes","yes","telephone","may",19,177,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
230,39,"admin.","married","professional.course","no","yes","no","telephone","may",6,580,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
231,50,"services","divorced","professional.course","no","yes","no","telephone","may",23,165,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
232,32,"management","divorced","basic.4y","unknown","yes","no","telephone","may",27,127,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
233,39,"admin.","married","high.school","unknown","no","no","telephone","may",17,357,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
234,52,"self-employed","married","university.degree","unknown","no","no","telephone","may",10,175,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
235,44,"admin.","married","professional.course","no","yes","no","telephone","may",6,300,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
236,56,"blue-collar","married","basic.4y","no","no","no","telephone","may",19,136,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
237,48,"admin.","married","high.school","no","no","no","telephone","may",24,125,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
238,33,"services","married","high.school","unknown","no","yes","telephone","may",4,189,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
239,43,"management","married","university.degree","unknown","no","yes","telephone","may",2,213,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
240,57,"retired","married","high.school","no","no","no","telephone","may",10,238,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
241,36,"technician","single","professional.course","no","no","no","telephone","may",4,124,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
242,34,"management","married","university.degree","no","yes","no","telephone","may",2,18,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
243,34,"services","single","basic.9y","no","no","no","telephone","may",17,730,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
244,30,"technician","married","university.degree","unknown","no","no","telephone","may",11,40,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
245,33,"services","divorced","unknown","no","no","no","telephone","may",16,181,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
246,32,"technician","single","professional.course","no","no","no","telephone","may",20,79,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
247,36,"technician","single","high.school","no","yes","no","telephone","may",6,142,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
248,36,"blue-collar","single","high.school","no","no","yes","telephone","may",10,389,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
249,33,"services","single","high.school","no","no","no","telephone","may",24,702,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
250,40,"technician","divorced","professional.course","no","no","no","telephone","may",23,151,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
251,41,"blue-collar","married","basic.4y","no","yes","no","telephone","may",7,211,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
252,51,"services","married","basic.6y","no","yes","no","telephone","may",26,117,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
253,36,"technician","married","professional.course","no","yes","no","telephone","may",24,232,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
254,28,"services","married","unknown","no","no","no","telephone","may",8,408,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
255,53,"services","married","high.school","no","yes","yes","telephone","may",15,370,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
256,58,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may",6,179,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
257,45,"management","married","basic.9y","no","no","yes","telephone","may",1,46,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
258,43,"technician","married","unknown","no","yes","no","telephone","may",22,200,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
259,33,"admin.","married","high.school","no","no","yes","telephone","may",4,50,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
260,33,"admin.","married","high.school","no","no","yes","telephone","may",7,181,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
261,27,"blue-collar","single","basic.6y","no","unknown","unknown","telephone","may",26,119,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
262,42,"technician","married","high.school","no","no","no","telephone","may",17,361,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
263,43,"admin.","divorced","basic.9y","no","no","no","telephone","may",16,73,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
264,42,"admin.","married","university.degree","no","no","no","telephone","may",24,67,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
265,27,"blue-collar","single","basic.6y","no","no","no","telephone","may",10,350,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
266,34,"self-employed","single","university.degree","no","yes","no","telephone","may",18,150,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
267,31,"student","single","university.degree","unknown","no","no","telephone","may",9,332,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
268,54,"management","divorced","university.degree","no","no","no","telephone","may",13,611,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
269,40,"self-employed","married","basic.4y","unknown","no","no","telephone","may",25,58,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
270,52,"unemployed","married","high.school","unknown","yes","no","telephone","may",26,151,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
271,47,"management","divorced","university.degree","no","no","no","telephone","may",10,89,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
272,49,"housemaid","married","basic.9y","unknown","no","no","telephone","may",5,152,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
273,32,"admin.","single","high.school","no","no","no","telephone","may",25,611,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
274,49,"housemaid","single","high.school","unknown","yes","yes","telephone","may",28,110,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
275,50,"blue-collar","married","basic.9y","unknown","no","no","telephone","may",16,463,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
276,34,"services","married","high.school","no","no","no","telephone","may",8,962,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
277,55,"blue-collar","married","basic.4y","unknown","no","no","telephone","may",22,102,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
278,47,"technician","single","basic.9y","no","no","no","telephone","may",4,10,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
279,51,"retired","married","professional.course","no","no","no","telephone","may",31,118,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
280,47,"blue-collar","married","basic.6y","no","no","no","telephone","may",4,92,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
281,56,"technician","married","basic.4y","no","yes","no","telephone","may",10,143,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
282,53,"admin.","married","basic.9y","no","no","no","telephone","may",9,189,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
283,36,"blue-collar","married","basic.9y","no","yes","no","telephone","may",18,75,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
284,42,"blue-collar","divorced","basic.9y","no","yes","no","telephone","may",28,189,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
285,44,"blue-collar","divorced","basic.6y","no","no","no","telephone","may",11,55,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
286,39,"housemaid","married","basic.9y","no","yes","no","telephone","may",31,935,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"yes"
287,37,"admin.","single","high.school","no","yes","yes","telephone","may",25,56,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
288,60,"blue-collar","married","unknown","unknown","yes","no","telephone","may",15,5,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
289,36,"services","married","high.school","no","no","no","telephone","may",23,225,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
290,42,"management","divorced","university.degree","no","yes","no","telephone","may",7,125,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
291,31,"admin.","married","high.school","no","yes","yes","telephone","may",9,286,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
292,53,"technician","divorced","professional.course","unknown","no","yes","telephone","may",15,206,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
293,45,"blue-collar","married","basic.4y","no","yes","no","telephone","may",16,164,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
294,37,"technician","single","professional.course","no","yes","no","telephone","may",5,98,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
295,47,"self-employed","married","professional.course","no","no","no","telephone","may",3,446,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
296,49,"blue-collar","divorced","high.school","no","no","yes","telephone","may",31,742,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
297,36,"admin.","married","university.degree","no","yes","no","telephone","may",6,120,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
298,35,"services","divorced","high.school","no","no","no","telephone","may",13,122,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
299,38,"unknown","married","unknown","unknown","no","no","telephone","may",25,362,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
300,38,"services","single","high.school","unknown","no","no","telephone","may",19,357,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
301,50,"blue-collar","divorced","high.school","unknown","no","yes","telephone","may",27,200,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
302,59,"retired","married","professional.course","unknown","no","no","telephone","may",5,107,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
303,43,"unknown","married","unknown","no","yes","no","telephone","may",13,267,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
304,42,"admin.","married","high.school","no","yes","no","telephone","may",22,248,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
305,40,"admin.","married","basic.6y","unknown","yes","no","telephone","may",8,215,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
306,46,"blue-collar","married","unknown","unknown","no","no","telephone","may",22,209,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
307,57,"housemaid","divorced","basic.4y","no","yes","yes","telephone","may",15,205,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
308,42,"admin.","married","university.degree","no","yes","no","telephone","may",9,261,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
309,41,"blue-collar","married","basic.4y","no","yes","no","telephone","may",20,83,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
310,54,"management","divorced","university.degree","no","yes","no","telephone","may",13,106,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
311,27,"admin.","single","university.degree","no","no","no","telephone","may",27,106,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
312,36,"admin.","married","high.school","no","no","no","telephone","may",28,108,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
313,58,"blue-collar","married","professional.course","unknown","yes","no","telephone","may",17,214,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
314,40,"management","married","university.degree","unknown","yes","no","telephone","may",9,358,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
315,34,"admin.","single","basic.9y","unknown","no","no","telephone","may",7,453,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
316,33,"admin.","divorced","high.school","no","no","no","telephone","may",13,364,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
317,56,"retired","married","basic.6y","no","no","no","telephone","may",19,136,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
318,42,"blue-collar","married","basic.9y","no","no","no","telephone","may",20,173,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
319,43,"services","married","high.school","no","yes","no","telephone","may",7,241,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
320,54,"management","single","basic.9y","no","yes","no","telephone","may",22,224,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
321,53,"admin.","single","basic.6y","no","yes","yes","telephone","may",31,148,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
322,42,"technician","single","unknown","no","no","no","telephone","may",10,230,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
323,40,"services","married","basic.6y","unknown","no","no","telephone","may",15,199,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
324,54,"technician","married","professional.course","no","yes","yes","telephone","may",10,196,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
325,40,"housemaid","single","professional.course","no","no","no","telephone","may",23,111,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
326,26,"admin.","single","university.degree","no","yes","no","telephone","may",1,231,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
327,33,"admin.","married","high.school","no","no","no","telephone","may",16,316,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
328,35,"blue-collar","married","basic.9y","unknown","no","no","telephone","may",27,240,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
329,36,"admin.","married","high.school","no","no","no","telephone","may",21,669,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
330,29,"services","single","high.school","no","yes","no","telephone","may",31,425,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
331,36,"blue-collar","married","basic.9y","no","yes","no","telephone","may",9,121,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
332,35,"management","married","high.school","no","yes","no","telephone","may",30,174,5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
333,50,"self-employed","single","university.degree","no","no","yes","telephone","may",7,88,5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
334,46,"services","married","high.school","unknown","yes","no","telephone","may",1,313,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
335,49,"entrepreneur","married","high.school","no","yes","no","telephone","may",28,135,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
336,42,"technician","single","professional.course","unknown","yes","no","telephone","may",27,152,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
337,36,"blue-collar","single","high.school","no","yes","yes","telephone","may",29,402,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
338,55,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may",19,221,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
339,41,"management","married","university.degree","unknown","no","no","telephone","may",10,213,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
340,57,"management","married","professional.course","unknown","yes","no","telephone","may",5,144,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
341,32,"services","single","high.school","no","yes","no","telephone","may",11,158,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
342,49,"admin.","married","basic.9y","no","no","no","telephone","may",22,220,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
343,57,"unknown","married","unknown","unknown","yes","no","telephone","may",26,325,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
344,58,"blue-collar","divorced","basic.4y","no","yes","no","telephone","may",2,254,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
345,52,"technician","married","high.school","no","yes","no","telephone","may",24,503,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
346,50,"services","divorced","professional.course","no","no","no","telephone","may",26,680,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
347,41,"blue-collar","single","basic.9y","unknown","yes","no","telephone","may",25,421,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
348,33,"entrepreneur","married","university.degree","no","yes","no","telephone","may",23,130,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
349,57,"blue-collar","married","basic.4y","no","no","no","telephone","may",3,164,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
350,48,"blue-collar","married","basic.6y","unknown","no","no","telephone","may",6,174,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
351,55,"technician","married","professional.course","no","no","no","telephone","may",1,113,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
352,38,"management","married","university.degree","no","no","no","telephone","may",22,195,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
353,38,"services","married","high.school","no","yes","no","telephone","may",1,347,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
354,53,"admin.","married","university.degree","no","yes","no","telephone","may",20,208,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
355,43,"unemployed","single","university.degree","no","no","no","telephone","may",7,404,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
356,36,"blue-collar","single","high.school","no","no","no","telephone","may",2,396,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
357,32,"blue-collar","married","basic.9y","no","no","no","telephone","may",21,98,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
358,33,"services","married","basic.4y","no","no","no","telephone","may",28,229,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
359,58,"entrepreneur","married","basic.4y","no","yes","no","telephone","may",27,350,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
360,40,"unemployed","divorced","high.school","unknown","no","no","telephone","may",16,88,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
361,57,"management","married","university.degree","no","yes","no","telephone","may",30,379,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
362,45,"technician","married","high.school","no","yes","no","telephone","may",8,168,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
363,42,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may",22,190,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
364,46,"admin.","married","university.degree","no","yes","no","telephone","may",24,158,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
365,36,"technician","married","university.degree","no","no","no","telephone","may",5,210,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
366,41,"self-employed","married","high.school","no","yes","no","telephone","may",24,102,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
367,57,"admin.","divorced","basic.9y","no","no","no","telephone","may",8,306,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
368,49,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may",26,64,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
369,56,"management","divorced","high.school","no","no","no","telephone","may",12,218,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
370,37,"blue-collar","married","basic.9y","no","no","no","telephone","may",2,77,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
371,37,"blue-collar","married","basic.9y","no","no","yes","telephone","may",4,54,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
372,46,"admin.","single","high.school","no","yes","no","telephone","may",1,344,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
373,22,"blue-collar","single","basic.9y","no","yes","no","telephone","may",16,195,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
374,43,"services","married","high.school","no","no","no","telephone","may",16,202,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
375,49,"blue-collar","married","unknown","no","no","no","telephone","may",21,286,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
376,41,"technician","married","basic.6y","no","yes","no","telephone","may",11,278,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
377,38,"admin.","single","university.degree","no","no","no","telephone","may",1,189,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
378,33,"admin.","married","basic.9y","no","no","no","telephone","may",28,83,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
379,49,"admin.","married","university.degree","no","yes","yes","telephone","may",26,18,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
380,30,"blue-collar","single","unknown","no","no","no","telephone","may",18,184,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
381,33,"admin.","married","basic.9y","no","yes","no","telephone","may",13,235,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
382,34,"management","single","university.degree","no","no","no","telephone","may",21,290,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
383,30,"student","single","unknown","unknown","no","no","telephone","may",24,133,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
384,59,"management","married","basic.4y","unknown","yes","yes","telephone","may",8,318,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
385,59,"management","married","basic.4y","unknown","unknown","unknown","telephone","may",7,437,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
386,41,"self-employed","married","university.degree","no","no","no","telephone","may",13,402,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
387,48,"housemaid","married","basic.6y","unknown","yes","yes","telephone","may",31,501,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
388,28,"unknown","single","unknown","unknown","yes","yes","telephone","may",2,1201,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"yes"
389,44,"services","married","high.school","no","yes","no","telephone","may",10,1030,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"yes"
390,59,"retired","unknown","university.degree","unknown","no","no","telephone","may",3,253,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
