campaign_id,client_id,number_contacts,contact_duration,pdays,previous_campaign_contacts,previous_outcome,campaign_outcome,last_contact_date
603,603,1,231,999,0,False,False,2022-05-14
604,604,1,278,999,0,False,False,2022-05-07
605,605,1,389,999,0,False,False,2022-05-22
606,606,1,158,999,0,False,False,2022-05-23
607,607,2,78,999,0,False,False,2022-05-06
608,608,5,258,999,0,False,False,2022-05-22
609,609,1,87,999,0,False,False,2022-05-18
610,610,2,147,999,0,False,False,2022-05-27
611,611,1,635,999,0,False,False,2022-05-01
612,612,1,289,999,0,False,False,2022-05-22
613,613,3,170,999,0,False,False,2022-05-31
614,614,1,802,999,0,False,False,2022-05-20
615,615,2,381,999,0,False,False,2022-05-13
616,616,4,218,999,0,False,False,2022-05-31
617,617,2,57,999,0,False,False,2022-05-01
618,618,2,304,999,0,False,False,2022-05-06
619,619,3,241,999,0,False,False,2022-05-11
620,620,1,230,999,0,False,False,2022-05-01
621,621,4,79,999,0,False,False,2022-05-11
622,622,3,262,999,0,False,False,2022-05-04
623,623,2,392,999,0,False,False,2022-05-07
624,624,2,201,999,0,False,False,2022-05-27
625,625,1,145,999,0,False,False,2022-05-06
626,626,1,252,999,0,False,False,2022-05-01
627,627,1,329,999,0,False,False,2022-05-18
628,628,2,328,999,0,False,False,2022-05-22
629,629,2,191,999,0,False,False,2022-05-16
630,630,2,116,999,0,False,False,2022-05-29
631,631,1,246,999,0,False,False,2022-05-03
632,632,2,532,999,0,False,False,2022-05-29
633,633,1,293,999,0,False,False,2022-05-30
634,634,3,416,999,0,False,False,2022-05-21
635,635,2,37,999,0,False,False,2022-05-23
636,636,2,132,999,0,False,False,2022-05-15
637,637,2,530,999,0,False,False,2022-05-13
638,638,3,175,999,0,False,False,2022-05-05
639,639,5,90,999,0,False,False,2022-05-30
640,640,2,524,999,0,False,False,2022-05-17
641,641,3,29,999,0,False,False,2022-05-06
642,642,2,311,999,0,False,False,2022-05-07
643,643,1,412,999,0,False,False,2022-05-25
644,644,2,211,999,0,False,False,2022-05-08
645,645,3,312,999,0,False,False,2022-05-30
646,646,1,392,999,0,False,False,2022-05-27
647,647,1,191,999,0,False,False,2022-05-10
648,648,2,284,999,0,False,False,2022-05-29
649,649,1,328,999,0,False,False,2022-05-21
650,650,1,100,999,0,False,False,2022-05-10
651,651,1,226,999,0,False,False,2022-05-05
652,652,1,507,999,0,False,False,2022-05-25
653,653,2,333,999,0,False,False,2022-05-18
654,654,2,128,999,0,False,False,2022-05-13
655,655,2,322,999,0,False,False,2022-05-15
656,656,4,202,999,0,False,False,2022-05-17
657,657,2,92,999,0,False,False,2022-05-12
658,658,2,205,999,0,False,False,2022-05-30
659,659,3,739,999,0,False,False,2022-05-17
660,660,2,273,999,0,False,False,2022-05-05
661,661,3,339,999,0,False,False,2022-05-18
662,662,1,262,999,0,False,False,2022-05-06
663,663,3,308,999,0,False,False,2022-05-21
664,664,2,467,999,0,False,False,2022-05-06
665,665,2,245,999,0,False,False,2022-05-14
666,666,3,160,999,0,False,False,2022-05-06
667,667,2,189,999,0,False,False,2022-05-26
668,668,1,477,999,0,False,False,2022-05-04
669,669,3,65,999,0,False,False,2022-05-27
670,670,1,191,999,0,False,False,2022-05-21
671,671,2,196,999,0,False,False,2022-05-11
672,672,2,221,999,0,False,False,2022-05-18
673,673,2,197,999,0,False,False,2022-05-14
674,674,2,178,999,0,False,False,2022-05-10
675,675,2,221,999,0,False,False,2022-05-17
676,676,2,64,999,0,False,False,2022-05-12
677,677,2,75,999,0,False,False,2022-05-31
678,678,2,400,999,0,False,False,2022-05-31
679,679,3,378,999,0,False,False,2022-05-28
680,680,2,118,999,0,False,False,2022-05-03
681,681,2,1597,999,0,False,True,2022-05-24
682,682,2,346,999,0,False,False,2022-05-13
683,683,2,107,999,0,False,False,2022-05-17
684,684,3,60,999,0,False,False,2022-05-15
685,685,2,276,999,0,False,False,2022-05-19
686,686,2,176,999,0,False,False,2022-05-19
687,687,2,390,999,0,False,False,2022-05-21
688,688,3,251,999,0,False,False,2022-05-27
689,689,2,716,999,0,False,False,2022-05-25
690,690,3,189,999,0,False,False,2022-05-30
691,691,2,125,999,0,False,False,2022-05-30
692,692,2,234,999,0,False,False,2022-05-09
693,693,2,79,999,0,False,False,2022-05-05
694,694,6,13,999,0,False,False,2022-05-19
695,695,3,296,999,0,False,False,2022-05-06
696,696,2,114,999,0,False,False,2022-05-04
697,697,3,283,999,0,False,False,2022-05-09
698,698,2,109,999,0,False,False,2022-05-31
699,699,2,132,999,0,False,False,2022-05-15
700,700,2,144,999,0,False,False,2022-05-26
701,701,2,121,999,0,False,False,2022-05-03
702,702,3,95,999,0,False,False,2022-05-15
703,703,3,31,999,0,False,False,2022-05-23
704,704,3,112,999,0,False,False,2022-05-20
705,705,2,161,999,0,False,False,2022-05-12
706,706,4,87,999,0,False,False,2022-05-12
707,707,2,593,999,0,False,False,2022-05-29
708,708,2,99,999,0,False,False,2022-05-23
709,709,2,198,999,0,False,False,2022-05-31
710,710,2,285,999,0,False,False,2022-05-22
711,711,3,190,999,0,False,False,2022-05-16
712,712,5,172,999,0,False,False,2022-05-29
713,713,2,178,999,0,False,False,2022-05-03
714,714,2,174,999,0,False,False,2022-05-22
715,715,2,631,999,0,False,False,2022-05-21
716,716,3,152,999,0,False,False,2022-05-06
717,717,5,176,999,0,False,False,2022-05-06
718,718,3,32,999,0,False,False,2022-05-02
719,719,2,1529,999,0,False,False,2022-05-08
720,720,2,254,999,0,False,False,2022-05-27
721,721,2,214,999,0,False,False,2022-05-11
722,722,3,147,999,0,False,False,2022-05-14
723,723,4,800,999,0,False,False,2022-05-19
724,724,2,106,999,0,False,False,2022-05-22
725,725,2,135,999,0,False,False,2022-05-21
726,726,4,112,999,0,False,False,2022-05-19
727,727,2,222,999,0,False,False,2022-05-03
728,728,3,314,999,0,False,False,2022-05-12
729,729,2,421,999,0,False,False,2022-05-20
730,730,2,410,999,0,False,False,2022-05-26
731,731,3,207,999,0,False,False,2022-05-27
732,732,2,239,999,0,False,False,2022-05-07
733,733,4,83,999,0,False,False,2022-05-17
734,734,3,160,999,0,False,False,2022-05-01
735,735,3,42,999,0,False,False,2022-05-07
736,736,2,55,999,0,False,False,2022-05-29
737,737,2,157,999,0,False,False,2022-05-24
738,738,3,303,999,0,False,False,2022-05-16
739,739,3,336,999,0,False,False,2022-05-29
740,740,2,233,999,0,False,False,2022-05-22
741,741,2,211,999,0,False,False,2022-05-07
742,742,5,88,999,0,False,False,2022-05-06
743,743,2,139,999,0,False,False,2022-05-29
744,744,3,329,999,0,False,False,2022-05-22
745,745,2,305,999,0,False,False,2022-05-28
746,746,2,206,999,0,False,False,2022-05-24
747,747,2,128,999,0,False,False,2022-05-20
748,748,3,122,999,0,False,False,2022-05-08
749,749,3,343,999,0,False,False,2022-05-04
750,750,2,126,999,0,False,False,2022-05-22
751,751,3,249,999,0,False,False,2022-05-10
752,752,3,59,999,0,False,False,2022-05-22
753,753,3,166,999,0,False,False,2022-05-21
754,754,3,190,999,0,False,False,2022-05-11
755,755,2,216,999,0,False,False,2022-05-27
756,756,3,51,999,0,False,False,2022-05-06
757,757,3,169,999,0,False,False,2022-05-15
758,758,3,148,999,0,False,False,2022-05-13
759,759,3,132,999,0,False,False,2022-05-30
760,760,3,117,999,0,False,False,2022-05-16
761,761,4,275,999,0,False,False,2022-05-27
762,762,2,124,999,0,False,False,2022-05-17
763,763,3,118,999,0,False,False,2022-05-07
764,764,2,479,999,0,False,False,2022-05-17
765,765,3,285,999,0,False,False,2022-05-21
766,766,2,322,999,0,False,False,2022-05-30
767,767,2,202,999,0,False,False,2022-05-02
768,768,2,162,999,0,False,False,2022-05-19
769,769,3,216,999,0,False,False,2022-05-29
770,770,2,195,999,0,False,False,2022-05-30
771,771,2,96,999,0,False,False,2022-05-27
772,772,2,149,999,0,False,False,2022-05-16
773,773,2,720,999,0,False,False,2022-05-19
774,774,2,92,999,0,False,False,2022-05-26
775,775,2,188,999,0,False,False,2022-05-21
776,776,2,70,999,0,False,False,2022-05-17
777,777,3,141,999,0,False,False,2022-05-07
778,778,2,395,999,0,False,False,2022-05-14
779,779,2,629,999,0,False,False,2022-05-14
780,780,3,261,999,0,False,False,2022-05-21
781,781,1,502,999,0,False,False,2022-05-23
782,782,1,446,999,0,False,False,2022-05-23
783,783,3,131,999,0,False,False,2022-05-17
784,784,3,198,999,0,False,False,2022-05-13
785,785,1,312,999,0,False,False,2022-05-28
786,786,6,275,999,0,False,False,2022-05-19
787,787,2,120,999,0,False,False,2022-05-10
788,788,4,333,999,0,False,False,2022-05-09
789,789,1,113,999,0,False,False,2022-05-25
790,790,1,150,999,0,False,False,2022-05-17
791,791,1,91,999,0,False,False,2022-05-21
792,792,1,296,999,0,False,False,2022-05-24
793,793,3,128,999,0,False,False,2022-05-02
794,794,1,298,999,0,False,False,2022-05-13
795,795,1,326,999,0,False,False,2022-05-19
796,796,1,292,999,0,False,False,2022-05-12
797,797,1,215,999,0,False,False,2022-05-09
798,798,1,97,999,0,False,False,2022-05-20
799,799,1,32,999,0,False,False,2022-05-14
800,800,1,162,999,0,False,False,2022-05-18
801,801,1,421,999,0,False,False,2022-05-07
802,802,1,268,999,0,False,False,2022-05-04
803,803,1,232,999,0,False,False,2022-05-26
804,804,3,152,999,0,False,False,2022-05-06
805,805,2,104,999,0,False,False,2022-05-22
806,806,1,852,999,0,False,False,2022-05-29
807,807,2,159,999,0,False,False,2022-05-25
808,808,2,416,999,0,False,False,2022-05-28
809,809,1,174,999,0,False,False,2022-05-31
810,810,1,139,999,0,False,False,2022-05-03
811,811,1,193,999,0,False,False,2022-05-22
812,812,1,294,999,0,False,False,2022-05-30
813,813,1,102,999,0,False,False,2022-05-17
814,814,1,124,999,0,False,False,2022-05-25
815,815,1,143,999,0,False,False,2022-05-13
816,816,1,231,999,0,False,False,2022-05-18
817,817,1,128,999,0,False,False,2022-05-03
818,818,1,74,999,0,False,False,2022-05-21
819,819,2,105,999,0,False,False,2022-05-21
820,820,1,992,999,0,False,True,2022-05-06
821,821,1,168,999,0,False,False,2022-05-19
822,822,1,250,999,0,False,False,2022-05-07
823,823,1,254,999,0,False,False,2022-05-21
824,824,1,149,999,0,False,False,2022-05-08
825,825,2,133,999,0,False,False,2022-05-30
826,826,1,374,999,0,False,False,2022-05-31
827,827,6,425,999,0,False,False,2022-05-28
828,828,1,207,999,0,False,False,2022-05-08
829,829,1,464,999,0,False,False,2022-05-31
830,830,1,439,999,0,False,False,2022-05-21
831,831,3,83,999,0,False,False,2022-05-17
832,832,2,732,999,0,False,True,2022-05-09
833,833,1,149,999,0,False,False,2022-05-14
834,834,1,142,999,0,False,False,2022-05-21
835,835,1,121,999,0,False,False,2022-05-16
836,836,1,359,999,0,False,False,2022-05-28
837,837,1,112,999,0,False,False,2022-05-31
838,838,4,274,999,0,False,False,2022-05-24
839,839,2,325,999,0,False,False,2022-05-21
840,840,1,1521,999,0,False,False,2022-05-10
841,841,1,216,999,0,False,False,2022-05-09
842,842,1,161,999,0,False,False,2022-05-26
843,843,2,122,999,0,False,False,2022-05-05
844,844,1,800,999,0,False,False,2022-05-14
845,845,1,615,999,0,False,False,2022-05-20
846,846,1,111,999,0,False,False,2022-05-01
847,847,1,359,999,0,False,False,2022-05-21
848,848,3,327,999,0,False,False,2022-05-02
849,849,1,236,999,0,False,False,2022-05-28
850,850,1,227,999,0,False,False,2022-05-23
851,851,1,109,999,0,False,False,2022-05-07
852,852,2,492,999,0,False,False,2022-05-16
853,853,1,298,999,0,False,False,2022-05-27
854,854,2,83,999,0,False,False,2022-05-02
855,855,2,241,999,0,False,False,2022-05-14
856,856,1,1138,999,0,False,True,2022-05-19
857,857,1,131,999,0,False,False,2022-05-14
858,858,1,123,999,0,False,False,2022-05-09
859,859,1,125,999,0,False,False,2022-05-03
860,860,2,295,999,0,False,False,2022-05-08
861,861,1,287,999,0,False,False,2022-05-31
862,862,1,109,999,0,False,False,2022-05-05
863,863,2,140,999,0,False,False,2022-05-10
864,864,1,52,999,0,False,False,2022-05-07
865,865,1,233,999,0,False,False,2022-05-17
866,866,1,254,999,0,False,False,2022-05-26
867,867,1,255,999,0,False,False,2022-05-11
868,868,1,126,999,0,False,False,2022-05-21
869,869,2,184,999,0,False,False,2022-05-09
870,870,1,591,999,0,False,True,2022-05-18
871,871,1,294,999,0,False,False,2022-05-07
872,872,1,285,999,0,False,False,2022-05-19
873,873,1,173,999,0,False,False,2022-05-28
874,874,1,336,999,0,False,False,2022-05-15
875,875,1,344,999,0,False,False,2022-05-02
876,876,1,786,999,0,False,True,2022-05-11
877,877,1,153,999,0,False,False,2022-05-07
878,878,2,99,999,0,False,False,2022-05-16
879,879,1,243,999,0,False,False,2022-05-17
880,880,1,260,999,0,False,False,2022-05-25
881,881,2,164,999,0,False,False,2022-05-19
882,882,2,255,999,0,False,False,2022-05-29
883,883,1,47,999,0,False,False,2022-05-07
884,884,2,110,999,0,False,False,2022-05-31
885,885,1,463,999,0,False,False,2022-05-27
886,886,1,192,999,0,False,False,2022-05-07
887,887,7,388,999,0,False,False,2022-05-15
888,888,1,221,999,0,False,False,2022-05-02
889,889,1,25,999,0,False,False,2022-05-08
890,890,6,256,999,0,False,False,2022-05-02
891,891,1,104,999,0,False,False,2022-05-05
892,892,2,283,999,0,False,False,2022-05-25
893,893,1,448,999,0,False,False,2022-05-10
894,894,1,127,999,0,False,False,2022-05-29
895,895,1,378,999,0,False,False,2022-05-04
896,896,1,67,999,0,False,False,2022-05-23
897,897,2,221,999,0,False,False,2022-05-23
898,898,1,150,999,0,False,False,2022-05-05
899,899,2,144,999,0,False,False,2022-05-23
900,900,2,296,999,0,False,False,2022-05-11
901,901,1,161,999,0,False,False,2022-05-25
902,902,2,401,999,0,False,False,2022-05-24
903,903,2,435,999,0,False,False,2022-05-16
904,904,1,388,999,0,False,False,2022-05-07
905,905,1,245,999,0,False,False,2022-05-08
906,906,1,143,999,0,False,False,2022-05-04
907,907,1,423,999,0,False,False,2022-05-16
908,908,1,231,999,0,False,False,2022-05-25
