id,age,job,marital,education,credit_default,housing,loan
665,27,technician,married,basic_9y,False,False,True
666,47,admin.,divorced,university_degree,False,True,False
667,31,admin.,single,university_degree,False,False,False
668,32,blue-collar,married,basic_9y,False,True,False
669,54,admin.,married,high_school,False,False,False
670,56,management,married,university_degree,True,False,False
671,48,services,single,high_school,True,True,False
672,44,admin.,married,high_school,False,True,False
673,46,admin.,married,high_school,False,False,True
674,45,services,married,high_school,False,True,False
675,43,admin.,married,professional_course,False,False,True
676,40,admin.,single,high_school,True,False,False
677,56,management,married,university_degree,False,True,False
678,47,entrepreneur,married,professional_course,False,False,False
679,39,management,divorced,university_degree,True,True,False
680,48,technician,married,basic_4y,True,False,False
681,45,housemaid,married,professional_course,True,True,False
682,36,self-employed,married,university_degree,False,False,False
683,49,management,married,professional_course,True,True,False
684,46,services,married,high_school,False,False,False
685,38,blue-collar,married,basic_9y,False,True,False
686,50,housemaid,married,basic_4y,True,True,False
687,27,admin.,single,high_school,False,True,False
688,40,technician,married,professional_course,True,True,False
689,46,management,married,university_degree,False,True,False
690,40,admin.,divorced,university_degree,False,True,False
691,33,management,single,university_degree,False,False,False
692,54,retired,married,high_school,False,True,False
693,52,blue-collar,married,basic_4y,True,True,False
694,53,admin.,married,university_degree,True,True,False
695,49,services,married,high_school,True,False,False
696,42,blue-collar,married,basic_4y,True,False,False
697,49,housemaid,married,basic_4y,False,False,False
698,40,entrepreneur,married,basic_9y,False,False,False
699,59,admin.,married,university_degree,True,False,False
700,51,self-employed,married,basic_9y,False,True,False
701,57,housemaid,married,basic_6y,True,True,False
702,38,self-employed,divorced,basic_9y,False,True,False
703,52,self-employed,married,university_degree,False,False,False
704,26,unemployed,single,basic_9y,False,True,False
705,35,admin.,married,university_degree,False,True,True
706,51,admin.,married,university_degree,False,False,False
707,43,blue-collar,married,basic_4y,True,True,True
708,42,admin.,married,high_school,True,True,False
709,60,retired,divorced,university_degree,True,True,False
710,36,blue-collar,married,basic_9y,False,True,False
711,57,management,married,university_degree,True,False,False
712,35,student,single,university_degree,True,False,False
713,30,admin.,married,university_degree,False,False,False
714,43,services,married,high_school,False,False,False
715,40,technician,married,basic_9y,False,False,False
716,45,technician,married,university_degree,False,False,False
717,56,retired,married,high_school,False,False,False
718,46,services,married,basic_6y,False,False,False
719,41,blue-collar,married,basic_4y,False,True,False
720,42,admin.,married,university_degree,False,True,False
721,56,blue-collar,married,basic_4y,False,False,False
722,43,entrepreneur,married,basic_4y,False,True,False
723,34,blue-collar,married,basic_4y,False,False,False
724,38,services,married,high_school,False,True,False
725,40,technician,married,basic_9y,False,False,False
726,38,admin.,married,high_school,False,False,False
727,48,entrepreneur,married,university_degree,False,True,False
728,27,blue-collar,married,basic_9y,True,True,False
729,24,technician,single,professional_course,False,False,False
730,47,admin.,single,,True,True,True
731,48,blue-collar,married,professional_course,True,False,False
732,31,admin.,single,high_school,False,True,True
733,39,self-employed,single,basic_4y,True,True,False
734,41,technician,single,university_degree,True,False,False
735,49,blue-collar,married,basic_4y,True,True,False
736,56,retired,married,basic_4y,False,False,False
737,49,admin.,married,high_school,False,False,False
738,47,unemployed,divorced,university_degree,False,False,False
739,44,blue-collar,married,,True,True,False
740,48,admin.,divorced,high_school,False,False,False
741,55,housemaid,married,basic_4y,False,True,True
742,59,management,married,basic_4y,True,True,False
743,44,technician,single,professional_course,False,True,True
744,46,blue-collar,married,basic_9y,False,False,True
745,39,blue-collar,divorced,basic_6y,True,True,False
746,38,unemployed,married,basic_4y,True,True,True
747,36,services,married,high_school,False,True,False
748,29,admin.,single,university_degree,False,False,False
749,31,technician,single,professional_course,False,True,False
750,30,services,divorced,basic_9y,False,False,True
751,36,blue-collar,married,basic_4y,False,True,False
752,60,blue-collar,married,professional_course,False,False,False
753,36,admin.,married,university_degree,False,True,False
754,32,services,married,high_school,False,False,False
755,39,blue-collar,married,basic_9y,True,True,False
756,30,services,married,university_degree,False,True,False
757,39,blue-collar,married,basic_4y,True,False,False
758,37,blue-collar,married,basic_9y,True,True,False
759,39,blue-collar,married,professional_course,True,True,False
760,46,blue-collar,married,basic_4y,False,False,False
761,43,unemployed,married,basic_4y,False,False,False
762,37,services,married,high_school,False,True,False
763,30,technician,married,university_degree,True,False,False
764,38,technician,married,professional_course,False,False,False
765,31,technician,married,university_degree,False,True,False
766,44,admin.,married,university_degree,False,False,False
767,44,self-employed,married,university_degree,True,False,False
768,38,technician,married,,True,False,False
769,30,student,single,high_school,True,False,False
770,37,blue-collar,married,basic_4y,True,False,False
771,54,housemaid,divorced,,False,True,False
772,41,management,married,,True,True,False
773,43,technician,married,professional_course,False,False,False
774,38,housemaid,married,basic_9y,False,False,False
775,41,blue-collar,married,basic_4y,False,True,False
776,38,blue-collar,single,,True,False,True
777,33,blue-collar,married,basic_9y,False,False,False
778,32,admin.,married,high_school,False,True,False
779,30,services,married,high_school,True,False,False
780,43,technician,married,basic_6y,False,True,False
781,30,services,married,high_school,True,True,False
782,36,technician,divorced,professional_course,False,False,False
783,38,blue-collar,married,basic_6y,False,False,False
784,35,blue-collar,single,basic_6y,False,True,False
785,50,self-employed,married,university_degree,False,False,False
786,38,blue-collar,married,basic_9y,False,True,False
787,58,admin.,married,basic_4y,True,False,True
788,50,technician,married,professional_course,False,True,False
789,33,blue-collar,single,basic_9y,True,False,False
790,33,blue-collar,single,basic_9y,True,False,False
791,44,management,single,university_degree,True,True,True
792,31,management,married,high_school,False,False,False
793,40,entrepreneur,married,basic_9y,False,False,False
794,28,unknown,single,basic_9y,True,False,False
795,36,services,single,,False,True,False
796,44,blue-collar,single,high_school,False,False,False
797,38,blue-collar,divorced,,False,True,False
798,33,blue-collar,married,basic_9y,False,False,False
799,39,blue-collar,divorced,basic_6y,True,True,True
800,47,blue-collar,single,basic_4y,True,True,False
801,47,services,divorced,high_school,False,False,False
802,35,entrepreneur,single,professional_course,False,False,False
803,42,admin.,divorced,university_degree,False,False,False
804,36,admin.,married,high_school,False,False,False
805,35,technician,married,basic_6y,False,False,False
806,36,services,single,,False,True,False
807,56,entrepreneur,married,university_degree,True,True,False
808,26,admin.,single,high_school,False,False,False
809,31,admin.,single,university_degree,False,True,True
810,57,self-employed,single,high_school,True,False,False
811,39,services,married,high_school,False,False,False
812,43,blue-collar,married,high_school,False,True,False
813,50,admin.,married,university_degree,False,False,False
814,52,blue-collar,single,high_school,True,False,False
815,39,blue-collar,divorced,basic_9y,False,False,False
816,44,technician,single,,True,True,False
817,36,housemaid,married,basic_4y,False,True,False
818,54,management,married,high_school,True,True,False
819,27,admin.,single,basic_9y,False,True,False
820,31,admin.,single,university_degree,False,False,False
821,31,admin.,married,university_degree,True,False,False
822,28,blue-collar,married,basic_6y,False,False,False
823,31,management,single,university_degree,False,True,False
824,30,management,divorced,high_school,False,False,True
825,52,technician,married,professional_course,False,True,False
826,37,technician,divorced,professional_course,False,False,False
827,30,services,married,university_degree,False,True,False
828,45,blue-collar,married,basic_9y,True,True,True
829,54,technician,married,university_degree,False,True,False
830,49,entrepreneur,married,basic_9y,False,True,False
831,44,admin.,married,high_school,False,False,False
832,28,student,single,basic_9y,True,True,True
833,53,technician,married,high_school,False,True,False
834,45,blue-collar,married,basic_9y,True,True,False
835,45,blue-collar,married,basic_9y,True,False,False
836,51,admin.,married,high_school,True,True,False
837,41,blue-collar,married,basic_9y,True,True,False
838,43,technician,married,professional_course,False,True,False
839,31,admin.,single,university_degree,False,True,False
840,39,admin.,single,,False,True,False
841,38,technician,married,professional_course,False,False,False
842,50,entrepreneur,married,basic_9y,False,True,True
843,53,admin.,single,university_degree,True,True,False
844,44,admin.,divorced,high_school,True,True,False
845,53,blue-collar,married,basic_9y,True,True,True
846,24,services,single,high_school,False,False,False
847,34,admin.,single,high_school,False,True,False
848,40,technician,married,professional_course,False,True,False
849,57,management,divorced,university_degree,False,True,False
850,43,blue-collar,married,basic_4y,True,True,False
851,31,blue-collar,married,basic_6y,True,False,False
852,31,services,married,basic_6y,False,True,False
853,31,blue-collar,married,basic_6y,True,True,False
854,45,housemaid,married,basic_4y,True,True,False
855,38,admin.,married,university_degree,False,False,False
856,41,entrepreneur,married,university_degree,False,True,False
857,47,blue-collar,married,professional_course,True,True,False
858,42,blue-collar,married,basic_6y,False,False,False
859,35,blue-collar,single,,False,True,False
860,40,management,married,university_degree,False,True,False
861,42,blue-collar,married,basic_6y,False,False,False
862,34,technician,married,professional_course,True,True,False
863,48,admin.,single,university_degree,False,True,False
864,35,blue-collar,married,,False,True,True
865,33,blue-collar,married,high_school,False,True,False
866,37,technician,married,professional_course,False,True,False
867,43,technician,married,professional_course,False,True,False
868,42,admin.,single,,True,False,False
869,46,admin.,divorced,university_degree,False,True,False
870,37,blue-collar,single,basic_9y,True,True,False
871,40,blue-collar,married,high_school,False,True,False
872,40,blue-collar,married,high_school,False,True,False
873,59,entrepreneur,divorced,high_school,True,True,False
874,43,technician,single,university_degree,False,False,False
875,44,blue-collar,married,basic_6y,False,True,True
876,44,blue-collar,married,basic_4y,False,True,False
877,41,admin.,married,university_degree,False,True,False
878,28,unknown,single,basic_9y,True,True,False
879,48,services,married,high_school,True,True,False
880,31,admin.,single,high_school,False,True,False
881,27,blue-collar,married,basic_9y,False,True,False
882,43,technician,single,university_degree,False,True,False
883,47,retired,married,basic_4y,True,True,False
884,40,blue-collar,divorced,,False,True,False
885,43,unknown,married,high_school,True,False,False
886,29,technician,married,professional_course,False,True,False
887,54,admin.,married,university_degree,False,False,False
888,36,technician,married,professional_course,False,False,False
889,30,admin.,single,university_degree,False,False,False
890,38,services,single,,True,True,False
891,39,blue-collar,married,basic_6y,False,False,False
892,33,blue-collar,married,basic_9y,False,False,False
893,39,retired,single,high_school,False,True,False
894,38,technician,single,professional_course,False,False,False
895,44,admin.,married,high_school,False,True,False
896,33,blue-collar,married,basic_9y,False,True,False
897,37,blue-collar,married,basic_6y,False,False,False
898,32,management,married,basic_6y,False,False,False
899,46,technician,married,professional_course,False,True,False
900,34,technician,divorced,professional_course,False,True,False
901,52,technician,married,basic_4y,True,False,False
902,46,blue-collar,married,basic_6y,True,False,False
903,57,management,divorced,university_degree,False,False,False
904,52,technician,married,basic_4y,True,False,True
905,32,technician,single,professional_course,False,False,False
906,31,blue-collar,single,basic_9y,False,False,False
907,46,admin.,divorced,basic_9y,True,False,False
908,59,services,divorced,high_school,False,False,False
